Source File	English Term	Bulgarian Term	Justification
cardiovascular_arterial hypertension_18_BGgpt_terms_EN_BG.txt	Adverse Effect	Нежелана лекарствена реакция	Standard Bulgarian medical term.
cardiovascular_arterial hypertension_18_BGgpt_terms_EN_BG.txt	Hypertensive Emergency	Хипертонична криза	Standard Bulgarian medical term.
cardiovascular_arterial hypertension_18_BGgpt_terms_EN_BG.txt	Cardiovascular Unit	Кардиологично отделение	Standard Bulgarian medical term.
cardiovascular_arterial hypertension_18_BGgpt_terms_EN_BG.txt	Hospital Stay	Болничен престой	Standard Bulgarian medical term.
cardiovascular_arterial hypertension_19_BGgpt_terms_EN_BG.txt	Patient Discharge Summary	Епикриза	Standard Bulgarian medical term for clinical document.
cardiovascular_arterial hypertension_19_BGgpt_terms_EN_BG.txt	Chief Complaint	Основни оплаквания	Standard Bulgarian medical term for patient complaint.
cardiovascular_arterial hypertension_19_BGgpt_terms_EN_BG.txt	History of Present Illness	Анамнеза за настоящото заболяване	Standard Bulgarian medical term for patient's current medical history.
cardiovascular_arterial hypertension_19_BGgpt_terms_EN_BG.txt	Physical Examination	Обективно състояние / статус	Standard Bulgarian medical term for patient status.
cardiovascular_arterial hypertension_19_BGgpt_terms_EN_BG.txt	Hospital Course	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay.
cardiovascular_arterial hypertension_19_BGgpt_terms_EN_BG.txt	Follow-Up and Recommendations	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations.
cardiovascular_arterial hypertension_19_BGgpt_terms_EN_BG.txt	Treatment and Management	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay.
cardiovascular_arterial hypertension_19_BGgpt_terms_EN_BG.txt	Discharge Instructions	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations.
cardiovascular_arterial hypertension_19_BGgpt_terms_EN_BG.txt	Hypertension	Хипертония	Commonly used and understood term for high blood pressure.
cardiovascular_arterial hypertension_19_BGgpt_terms_EN_BG.txt	Type 2 Diabetes Mellitus	Захарен диабет тип 2	Standard Bulgarian medical term.
cardiovascular_arterial hypertension_19_BGgpt_terms_EN_BG.txt	Hyperlipidemia	Хиперлипидемия	Standard Bulgarian medical term.
cardiovascular_arterial hypertension_19_BGgpt_terms_EN_BG.txt	Metabolic Panel	Метаболитен панел	Standard Bulgarian medical term.
cardiovascular_arterial hypertension_19_BGgpt_terms_EN_BG.txt	ECG	ЕКГ	Standard Bulgarian abbreviation for electrocardiogram.
cardiovascular_arterial hypertension_19_BGgpt_terms_EN_BG.txt	DASH diet	DASH диета	Standard Bulgarian term for Dietary Approaches to Stop Hypertension diet.
cardiovascular_arterial hypertension_19_BGgpt_terms_EN_BG.txt	BMI	Индекс на телесна маса (ИТМ)	Standard Bulgarian term for Body Mass Index.
cardiovascular_arterial hypertension_19_BGgpt_terms_EN_BG.txt	BID	Два пъти дневно	"Standard Bulgarian translation for ""twice daily""."
cardiovascular_arterial hypertension_19_BGgpt_terms_EN_BG.txt	QD	Веднъж дневно	"Standard Bulgarian translation for ""once daily""."
cardiovascular_arterial hypertension_19_BGgpt_terms_EN_BG.txt	Primary Care Physician	Личен лекар	Standard Bulgarian term for personal physician.
cardiovascular_arterial hypertension_1_BGgpt_terms_EN_BG.txt	Myocardial Infarction	Миокарден инфаркт	Standard Bulgarian medical term for heart attack.
cardiovascular_arterial hypertension_1_BGgpt_terms_EN_BG.txt	Hypertension	Хипертония	Commonly used and understood term for high blood pressure.
cardiovascular_arterial hypertension_1_BGgpt_terms_EN_BG.txt	Patient Discharge Summary	Епикриза	Standard Bulgarian medical term for clinical document.
cardiovascular_arterial hypertension_1_BGgpt_terms_EN_BG.txt	Physical Examination	Обективно състояние / статус	Standard Bulgarian medical terms for patient status
cardiovascular_arterial hypertension_1_BGgpt_terms_EN_BG.txt	Follow-Up and Recommendations	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations
cardiovascular_arterial hypertension_1_BGgpt_terms_EN_BG.txt	Treatment and Management	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay
cardiovascular_arterial hypertension_1_BGgpt_terms_EN_BG.txt	Hospital Course	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay
cardiovascular_arterial hypertension_1_BGgpt_terms_EN_BG.txt	Discharge Instructions	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations
cardiovascular_arterial hypertension_1_BGgpt_terms_EN_BG.txt	Chief Complaint	Основни оплаквания	Standard Bulgarian medical term for patient complaint
cardiovascular_arterial hypertension_1_BGgpt_terms_EN_BG.txt	Lifestyle Modifications	Промени в начина на живот	Standard Bulgarian medical term for lifestyle interventions
cardiovascular_arterial hypertension_1_BGgpt_terms_EN_BG.txt	ACE inhibitor	АСЕ-инхибитор	Standard Bulgarian medical term for ACE inhibitor
cardiovascular_arterial hypertension_1_BGgpt_terms_EN_BG.txt	Target organ damage	Увреждане на таргетни органи	Standard Bulgarian medical term for organ damage caused by hypertension
cardiovascular_arterial hypertension_1_BGgpt_terms_EN_BG.txt	Home BP Monitoring	Домашно измерване на кръвното налягане	Common Bulgarian term for blood pressure self-monitoring
cardiovascular_arterial hypertension_1_BGgpt_terms_EN_BG.txt	Hereditary predisposition	Наследствена обремененост	Common Bulgarian medical term for family history of disease
cardiovascular_arterial hypertension_1_BGgpt_terms_EN_BG.txt	White coat hypertension	Артериална хипертония при посещение на лекар	Common Bulgarian term for white coat hypertension
cardiovascular_arterial hypertension_1_BGgpt_terms_EN_BG.txt	BMI	Индекс на телесна маса (ИТМ)	Standard Bulgarian medical term for BMI
cardiovascular_arterial hypertension_1_BGgpt_terms_EN_BG.txt	Auscultation	Аускултация	Standard Bulgarian medical term for listening to internal organ sounds
cardiovascular_arterial hypertension_1_BGgpt_terms_EN_BG.txt	ECG	ЕКГ	Common Bulgarian medical abbreviation for electrocardiogram
cardiovascular_arterial hypertension_1_BGgpt_terms_EN_BG.txt	LDL cholesterol	LDL холестерол	Standard Bulgarian medical term
cardiovascular_arterial hypertension_1_BGgpt_terms_EN_BG.txt	Angioedema	Ангиоедем	Standard Bulgarian medical term
cardiovascular_arterial hypertension_20_BGgpt_terms_EN_BG.txt	Arterial Hypertension	Артериална хипертония	Standard Bulgarian medical term for high blood pressure.
cardiovascular_arterial hypertension_20_BGgpt_terms_EN_BG.txt	Cardiovascular Unit	Кардиологично отделение	Standard Bulgarian medical term for the hospital department.
cardiovascular_arterial hypertension_20_BGgpt_terms_EN_BG.txt	Blood Pressure	Кръвно налягане	Standard Bulgarian medical term for blood pressure.
cardiovascular_arterial hypertension_20_BGgpt_terms_EN_BG.txt	Waist Circumference	Обиколка на талията	Standard Bulgarian medical term for waist measurement.
cardiovascular_arterial hypertension_20_BGgpt_terms_EN_BG.txt	Target Organ Damage	Увреждане на таргетни органи	Standard Bulgarian medical term for end-organ damage.
cardiovascular_arterial hypertension_20_BGgpt_terms_EN_BG.txt	Primary Aldosteronism	Първичен хипералдостеронизъм	Standard Bulgarian medical term for the condition.
cardiovascular_arterial hypertension_20_BGgpt_terms_EN_BG.txt	ACE inhibitor	АСЕ-инхибитор	Standard Bulgarian medical term for the class of medications.
cardiovascular_arterial hypertension_20_BGgpt_terms_EN_BG.txt	Thiazide diuretic	Тиазиден диуретик	Standard Bulgarian medical term for the class of medications.
cardiovascular_arterial hypertension_20_BGgpt_terms_EN_BG.txt	Home blood pressure monitoring	Домашно измерване на кръвното налягане	Standard Bulgarian medical term for patient self-monitoring.
cardiovascular_arterial hypertension_20_BGgpt_terms_EN_BG.txt	Patient education	Пациентско обучение / консултиране	Standard Bulgarian medical term for educating patients.
cardiovascular_arterial hypertension_20_BGgpt_terms_EN_BG.txt	Body Mass Index (BMI)	Индекс на телесна маса (ИТМ)	Standard Bulgarian medical term for BMI.
cardiovascular_arterial hypertension_21_BGgpt_terms_EN_BG.txt	Patient Discharge Summary	Епикриза	Standard Bulgarian medical term for clinical discharge document.
cardiovascular_arterial hypertension_21_BGgpt_terms_EN_BG.txt	Physical Examination	Обективно състояние / статус	Standard Bulgarian medical term for patient status.
cardiovascular_arterial hypertension_21_BGgpt_terms_EN_BG.txt	Follow-Up and Recommendations	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations.
cardiovascular_arterial hypertension_21_BGgpt_terms_EN_BG.txt	Treatment and Management	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay.
cardiovascular_arterial hypertension_21_BGgpt_terms_EN_BG.txt	Hospital Course	Лечебно-диагностичен план и ход на лечението	Standard Bulgarian medical term for patient treatment during the hospital stay.
cardiovascular_arterial hypertension_21_BGgpt_terms_EN_BG.txt	Discharge Instructions	Препоръки и заключение	Standard Bulgarian medical term for patient instructions and recommendations.
cardiovascular_arterial hypertension_21_BGgpt_terms_EN_BG.txt	Chief Complaint	Основни оплаквания	Standard Bulgarian medical term for patient complaint.
cardiovascular_arterial hypertension_21_BGgpt_terms_EN_BG.txt	Arterial Hypertension	Артериална хипертония	Standard Bulgarian medical term for high blood pressure.
cardiovascular_arterial hypertension_21_BGgpt_terms_EN_BG.txt	Emergency Department	Спешно отделение	Standard Bulgarian medical term for emergency department.
cardiovascular_arterial hypertension_21_BGgpt_terms_EN_BG.txt	Cardiovascular Unit	Кардиологично отделение	Standard Bulgarian medical term for cardiology ward.
cardiovascular_arterial hypertension_21_BGgpt_terms_EN_BG.txt	BMI	ИТМ (Индекс на телесна маса)	Standard Bulgarian abbreviation for Body Mass Index.
cardiovascular_arterial hypertension_21_BGgpt_terms_EN_BG.txt	Target Organ Damage	Увреждане на таргетни органи	Standard Bulgarian medical term for damage to organs affected by high blood pressure.
cardiovascular_arterial hypertension_21_BGgpt_terms_EN_BG.txt	Urinalysis	Изследване на урина	Standard Bulgarian medical term for urine test.
cardiovascular_arterial hypertension_21_BGgpt_terms_EN_BG.txt	Lipid Panel	Липиден профил	Standard Bulgarian medical term for cholesterol test.
